text,offensive,cleaned_text
"Worterklärungen: |LBR| Vierling = 9,26 cdm |LBR| Imber = Ingwer |LBR| Lott = 16 g |LBR| Musgatnus = Muskatnuss |LBR| Nägl = Nelken",0,"Worterklärungen: Vierling = 9,26 cdm Imber = Ingwer Lott = 16 g Musgatnus = Muskatnuss Nägl = Nelken"
"#Islamisierung ""Zusammenstöße zw GLÄUBIGEN (Richtig: #Islamisten) &amp; Sicherheitskräften"" - #Tagesschau sendet bereits im #Scharia-Modus",1,"#Islamisierung ""Zusammenstöße zw GLÄUBIGEN (Richtig: #Islamisten) &amp; Sicherheitskräften"" - #Tagesschau sendet bereits im #Scharia-Modus"
"@andre_anchuelo @tocotronic Also ich finde, damals konnte man das durchaus tragen. ;-)",0,"@USER @USER Also ich finde, damals konnte man das durchaus tragen. ;-)"
@Heinrich_Krug @SPIEGELONLINE SPD erwacht nicht mehr aus Koma...das was wir sehen sind nur die letzte Zuckungen eines dahinsiechenden....! |LBR| Schon gut so...R.I.P.....SPDler...👏👏,0,@USER @USER SPD erwacht nicht mehr aus Koma...das was wir sehen sind nur die letzte Zuckungen eines dahinsiechenden....! Schon gut so...R.I.P.....SPDler...👏👏
"@Dauerquerulant Sie meinte, ich solle die Mäuse allein fangen - zu flink die Viecher, ich würde verhungern 😂",0,"@USER Sie meinte, ich solle die Mäuse allein fangen - zu flink die Viecher, ich würde verhungern 😂"
"Der einzige, der sich noch darüber freut, dass Merkel auf ihrem Stuhl klebt |LBR| ist der beginnende |LBR| Dekubitus.",1,"Der einzige, der sich noch darüber freut, dass Merkel auf ihrem Stuhl klebt ist der beginnende Dekubitus."
"""Edel sei der Mensch, hilfreich und gut"" - Nicht eine dieser Charaktereigenschaften kann Merkel für sich beanspruchen.",0,"""Edel sei der Mensch, hilfreich und gut"" - Nicht eine dieser Charaktereigenschaften kann Merkel für sich beanspruchen."
"Die Grünen sollten sich lieber auf die Themen konzentrieren, statt Posten einzufordern.",0,"Die Grünen sollten sich lieber auf die Themen konzentrieren, statt Posten einzufordern."
"Pervers. Die Türken fordern Gerechtigkeit. Anstatt dort, wo sie die |LBR| Ungerechtigkeit gewählt haben, fordern sie das in Österreich. Haut ab.",1,"Pervers. Die Türken fordern Gerechtigkeit. Anstatt dort, wo sie die Ungerechtigkeit gewählt haben, fordern sie das in Österreich. Haut ab."
"@investyines @HolgerEwald1 @ChangeGER Die Menschen glauben an den Weihnachtsmann, Gerichte sind mit Nichten unabhängig, in der BRD gibt es ausschließlich freiwillige Ausnahmegerichte.",0,"@USER @USER @USER Die Menschen glauben an den Weihnachtsmann, Gerichte sind mit Nichten unabhängig, in der BRD gibt es ausschließlich freiwillige Ausnahmegerichte."
"@Papier451 Kann ja mit Kahane, de Maizire Wagenknecht, Trittin, und Eckhard, Maas. Eine neue SED Partei gründen. Hauptsache IMErika ist weg.",1,"@USER Kann ja mit Kahane, de Maizire Wagenknecht, Trittin, und Eckhard, Maas. Eine neue SED Partei gründen. Hauptsache IMErika ist weg."
Na Kameraden alles gut bei euch ich hoffe ihr habt nen schönen Abend,0,Na Kameraden alles gut bei euch ich hoffe ihr habt nen schönen Abend
"@emrich_5933 @petpanther0 Dieser Typ erinnert mich in Agitation und Erscheinung an Subjekte der NS Zeit, er wird zusammen mit der Raute unser Grab schaufeln, Deutschland und die Deutschen werden zugunsten eines totalitären EU Systems vollständig vernichtet werden",1,"@USER @USER Dieser Typ erinnert mich in Agitation und Erscheinung an Subjekte der NS Zeit, er wird zusammen mit der Raute unser Grab schaufeln, Deutschland und die Deutschen werden zugunsten eines totalitären EU Systems vollständig vernichtet werden"
"""Streit um Flüchtlings-Obergrenze - So könnten CDU und CSU ihr Gesicht wahren"" 😜 Wenn eine hässliche Fratze gemeint ist, geht`s 😜",1,"""Streit um Flüchtlings-Obergrenze - So könnten CDU und CSU ihr Gesicht wahren"" 😜 Wenn eine hässliche Fratze gemeint ist, geht`s 😜"
"Heute ist der dritte Tag der Sondierungsgespräche mit der Union. |LBR| Gestern ganztägig bis Mitternacht verhandelt. Konzentrierte, teilweise schwierige und kontroverse, aber weitgehend professionelle Verhandlungen. |LBR| Wie immer gilt: Nichts ist vereinbart, bevor alles vereinbart ist.",0,"Heute ist der dritte Tag der Sondierungsgespräche mit der Union. Gestern ganztägig bis Mitternacht verhandelt. Konzentrierte, teilweise schwierige und kontroverse, aber weitgehend professionelle Verhandlungen. Wie immer gilt: Nichts ist vereinbart, bevor alles vereinbart ist."
@yartago @happyhaidrich3 Was willst du uns leaken oder was lel,0,@USER @USER Was willst du uns leaken oder was lel
"@WolfgangWerda @EricGiesel @SPIEGELONLINE Von Parteien hat das deutsche Volk die Schnauze voll, schon gar von Linken. |LBR| Wenn wir heute den Begriff „Kriminelle Vereinigung „ hören denken die meisten an den sogenannten Bundestag/Bundesregierung.",1,"@USER @USER @USER Von Parteien hat das deutsche Volk die Schnauze voll, schon gar von Linken. Wenn wir heute den Begriff „Kriminelle Vereinigung „ hören denken die meisten an den sogenannten Bundestag/Bundesregierung."
"@waldruhe @hotnakedlove Das wird das Problem sein, statt Bildung bekommen sie „Aus-bildung“",0,"@USER @USER Das wird das Problem sein, statt Bildung bekommen sie „Aus-bildung“"
"@maischberger Mit wenigen Maus klicken im Internet, hatten Sie Frau Maischberger heraus finden können das die Aussage von Herr Hollstein eine Lüge war.",0,"@USER Mit wenigen Maus klicken im Internet, hatten Sie Frau Maischberger heraus finden können das die Aussage von Herr Hollstein eine Lüge war."
@Gl_owwyrm @GenKuchen @Tenreccc @magda_albrecht Also mich macht es froh wenn Leute ins Nachdenken kommen. Dann haben wir ein großes Ziel erreicht! #dritteoption,0,@USER @USER @USER @USER Also mich macht es froh wenn Leute ins Nachdenken kommen. Dann haben wir ein großes Ziel erreicht! #dritteoption
@KontaktVito Jedes 4 Kind in Deutschland ist arm. Rentner sammeln Flaschen. Familien bekommen keine Wohnungen. Arbeiten bis 67. Aber wir holen uns noch mehr Sozialfälle ins Land!!! Alles zum Wohl des Deutschen Volkes. Zeit dieses Land zu verlassen.,0,@USER Jedes 4 Kind in Deutschland ist arm. Rentner sammeln Flaschen. Familien bekommen keine Wohnungen. Arbeiten bis 67. Aber wir holen uns noch mehr Sozialfälle ins Land!!! Alles zum Wohl des Deutschen Volkes. Zeit dieses Land zu verlassen.
@Ralf_Stegner SPD ist der größte Dreck geworden....Stegner und Schulz so ziemlich das lächerliste was es zu bieten hat...!,1,@USER SPD ist der größte Dreck geworden....Stegner und Schulz so ziemlich das lächerliste was es zu bieten hat...!
@yartago @happyhaidrich3 Wetten.du bist so ein verbittertes scheidungskind,0,@USER @USER Wetten.du bist so ein verbittertes scheidungskind
"@BTsmeier Die Pegidareden in Dresden sind hörenswert. Wenn da dumme Nazis aufspringen, sollte man trotzdem nicht alle über einen Kamm scheren. Beim Islam können sie dann plötzlich immer differenzieren...",0,"@USER Die Pegidareden in Dresden sind hörenswert. Wenn da dumme Nazis aufspringen, sollte man trotzdem nicht alle über einen Kamm scheren. Beim Islam können sie dann plötzlich immer differenzieren..."
@happyhaidrich3 @ExilSchlangi @ItsAMettWorld @drolnegul @Octopussietus Was wollen diese linken eigentlich damit erreichen ?,0,@USER @USER @USER @USER @USER Was wollen diese linken eigentlich damit erreichen ?
"@machtjanix23 @teite99 @Norbinator2403 @ennof_ @AthinaMala @troll_putin @NancyPeggyMandy @petpanther0 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Nicht so gereizt, das BKA hat das Gutachten gemacht - nicht ich. Und da der internationale Druck groß war, musste der Spiegel was dazu schreiben.",0,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nicht so gereizt, das BKA hat das Gutachten gemacht - nicht ich. Und da der internationale Druck groß war, musste der Spiegel was dazu schreiben."
"Türken, die sich die österreichische Staatsbürgerschaft erschlichen haben |LBR| müssen aufgedeckt und verurteil werden. Davonjagen.",1,"Türken, die sich die österreichische Staatsbürgerschaft erschlichen haben müssen aufgedeckt und verurteil werden. Davonjagen."
"@HartmutSchrewe Da er nicht in einer Kirche oder kirchlichen Stätte aufgetreten ist, fällt das nicht in unsere Zuständigkeit.",0,"@USER Da er nicht in einer Kirche oder kirchlichen Stätte aufgetreten ist, fällt das nicht in unsere Zuständigkeit."
"Unsere jetzige Regierung ist Verbrecherisch,Hochkriminell,AntiDEUTSCH,Korrupt und Geldgierig. Also ?? Was soll man mit so einen Scheiß ??",1,"Unsere jetzige Regierung ist Verbrecherisch,Hochkriminell,AntiDEUTSCH,Korrupt und Geldgierig. Also ?? Was soll man mit so einen Scheiß ??"
@focusonline Merkel geht wohl die Muffe.,0,@USER Merkel geht wohl die Muffe.
Dortmund haut wieder auf die Kacke ! Die wollen die ganzen Braunhäutigen verjagen mit dem Slogan BUNT STATT BRAUN !! BRAVO !!!,1,Dortmund haut wieder auf die Kacke ! Die wollen die ganzen Braunhäutigen verjagen mit dem Slogan BUNT STATT BRAUN !! BRAVO !!!
@newsphotoDE @ndaktuell Ich freue mich .Es gibt manchmal doch Gerechtigkeit!,0,@USER @USER Ich freue mich .Es gibt manchmal doch Gerechtigkeit!
@China_Welt_News Ich schäme mich in solchem Verbrecherstaat mit deutschfeindlichen Ganoven-Richtern und korrupten Politikern zu leben!,1,@USER Ich schäme mich in solchem Verbrecherstaat mit deutschfeindlichen Ganoven-Richtern und korrupten Politikern zu leben!
"@Yorck_ Ist doch wahr, denn dieses dicke Etwas bekommt kaum zwei zusammenhängenden Sätze heraus und von sinnvoll rede ich garnicht erst 😜",1,"@USER Ist doch wahr, denn dieses dicke Etwas bekommt kaum zwei zusammenhängenden Sätze heraus und von sinnvoll rede ich garnicht erst 😜"
"@PatriceCore Die können mich weiterhin erreichen über Twitter, Google+, Skype, Whatsapp etc. Kein Mensch muss Facebook haben.",0,"@USER Die können mich weiterhin erreichen über Twitter, Google+, Skype, Whatsapp etc. Kein Mensch muss Facebook haben."
@WMDA1978 :D Wir lassen halt nichts aus und arbeiten und langsam in die Neuzeit vor. ;-),0,@USER :D Wir lassen halt nichts aus und arbeiten und langsam in die Neuzeit vor. ;-)
@Dora_Bromberger @lawyerberlin Hetze haben weder Fakten noch Argumente je ersetzt.,0,@USER @USER Hetze haben weder Fakten noch Argumente je ersetzt.
@Carnolie @Titania0001 @WildEastBerlin |LBR| Die Staatsanwaltschaft/Richter führen nur Anordnungen von oben aus! |LBR| Die Politiker aus dem BMI sinds,1,@USER @USER @USER Die Staatsanwaltschaft/Richter führen nur Anordnungen von oben aus! Die Politiker aus dem BMI sinds
Die EU dient zur Aushebelung der Selbstbestimmung der europ. Völker |LBR| Die Migranten sollen eine Wählermehrheit für die EU Wahl schaffen |LBR| Dann wird alles als freier Wille der Nationalstaaten dargestellt. |LBR| Ziel: Zentralregierung in Brüssel 👎👎👎,1,Die EU dient zur Aushebelung der Selbstbestimmung der europ. Völker Die Migranten sollen eine Wählermehrheit für die EU Wahl schaffen Dann wird alles als freier Wille der Nationalstaaten dargestellt. Ziel: Zentralregierung in Brüssel 👎👎👎
@DeusVultKTI Nicht nur posten.... Kosten mitteilen denn alles andere läuft nicht. Nicht einmal diese Website,0,@USER Nicht nur posten.... Kosten mitteilen denn alles andere läuft nicht. Nicht einmal diese Website
"Juhu, der Bayer ohne Eier will wieder einmal alles nach der Wahl richten 😂😂😂 ich pinkel mir vor Lachen gleich ein 😂😂😂",1,"Juhu, der Bayer ohne Eier will wieder einmal alles nach der Wahl richten 😂😂😂 ich pinkel mir vor Lachen gleich ein 😂😂😂"
@SawsanChebli Wer meint typisch deutsch sei zwangsläufig mit Nazi zu vergleichen ...der ist hirnlos |LBR| Typisch deutsch?...z.B...wir wurden Weltmeister und Millionen von Nazis haben gejubelt..? |LBR| Typisch deutsch?...z.B...jeder der unsere Hymne singt,0,@USER Wer meint typisch deutsch sei zwangsläufig mit Nazi zu vergleichen ...der ist hirnlos Typisch deutsch?...z.B...wir wurden Weltmeister und Millionen von Nazis haben gejubelt..? Typisch deutsch?...z.B...jeder der unsere Hymne singt
Dass wir diese ganzen IS-Kämpfer haben ist ausschließlich die |LBR| Schuld der Amerikaner. Scheinheiliges Volk.,1,Dass wir diese ganzen IS-Kämpfer haben ist ausschließlich die Schuld der Amerikaner. Scheinheiliges Volk.
Migrantenanteil in Großstädten |LBR| München 36% |LBR| Frankfurt 43% |LBR| Stuttgart 38% |LBR| Nürnberg 37% |LBR| Köln 31% |LBR| Hamburg 27% |LBR| Berlin 25% |LBR| Der Westen so gut wie verloren wenn sich nix ändert,1,Migrantenanteil in Großstädten München 36% Frankfurt 43% Stuttgart 38% Nürnberg 37% Köln 31% Hamburg 27% Berlin 25% Der Westen so gut wie verloren wenn sich nix ändert
@Magn1ficus @ntvde Merkel bekommt Angst und versucht jetzt mit allen Mitteln ihre Macht zu erhalten!!,0,@USER @USER Merkel bekommt Angst und versucht jetzt mit allen Mitteln ihre Macht zu erhalten!!
@johannesdal Beweisen sie Gott und melden sie sich bitte wieder. Die Beweispflicht obliegt nicht den Atheisten.,0,@USER Beweisen sie Gott und melden sie sich bitte wieder. Die Beweispflicht obliegt nicht den Atheisten.
@awkwardPixels Das ist ein ultra wichtiger Punkt und wir hoffen sehr dass die unnötigen Operationen aufhören. Aber da ist noch viel Arbeit und Aufklärung notwendig,0,@USER Das ist ein ultra wichtiger Punkt und wir hoffen sehr dass die unnötigen Operationen aufhören. Aber da ist noch viel Arbeit und Aufklärung notwendig
"@schweizerguy @DuHugonotte In diesem Kiez sollten besser 1000 Wahre Deutsche leben ,als dieses Pack von linken Anarchisten!",1,"@USER @USER In diesem Kiez sollten besser 1000 Wahre Deutsche leben ,als dieses Pack von linken Anarchisten!"
@hans_obermeier Obwohl Göring kein Interesse hat etwas gutes zu tun ist sie trotzdem nicht unser Problem... |LBR| Sie spricht nur zu einer kleiner Gruppe von Menschen ....die sind das Problem und das sind Deutsche..leider!,0,@USER Obwohl Göring kein Interesse hat etwas gutes zu tun ist sie trotzdem nicht unser Problem... Sie spricht nur zu einer kleiner Gruppe von Menschen ....die sind das Problem und das sind Deutsche..leider!
"@AfDFraktion_MV @AfD Auch wir im ENBW -Land haben viel zu hohe Stromkosten ,dank erneuerbarer Energie,hast du Wind hast du Strom ,hast du kein Wind hast du hoffentlich Kerzen !",0,"@USER @USER Auch wir im ENBW -Land haben viel zu hohe Stromkosten ,dank erneuerbarer Energie,hast du Wind hast du Strom ,hast du kein Wind hast du hoffentlich Kerzen !"
@StephanStaiger Was hat das mit meinem Anfangstweet zu tun? Troll woanders.,0,@USER Was hat das mit meinem Anfangstweet zu tun? Troll woanders.
@ainyrockstar @welt Die Frauen die nach Geschäftsschluss mit öffentlichen Verkehrsmitteln nach Hause fahren müssen tun mir leid.und wenn man dann durch Käfertal und Viernheim nach Weinheim fahren muss hat man das Gefühl die RNV fährt durch den Kongo.,1,@USER @USER Die Frauen die nach Geschäftsschluss mit öffentlichen Verkehrsmitteln nach Hause fahren müssen tun mir leid.und wenn man dann durch Käfertal und Viernheim nach Weinheim fahren muss hat man das Gefühl die RNV fährt durch den Kongo.
@sternde Jerusalem war schon immer die Hauptstadt von Israel genauso wie die Palästinenser schon immer Terroristen waren.,1,@USER Jerusalem war schon immer die Hauptstadt von Israel genauso wie die Palästinenser schon immer Terroristen waren.
Tja liebe Altparteien. Hättet ihr eine deutsch/bürgerfreundliche Politik gemacht könntet ihr eure Posten behalten |LBR| Jetzt muss es #AfD richten,0,Tja liebe Altparteien. Hättet ihr eine deutsch/bürgerfreundliche Politik gemacht könntet ihr eure Posten behalten Jetzt muss es #AfD richten
Diese Aussage wurde in der ARD einfach rausgeschnitten!,0,Diese Aussage wurde in der ARD einfach rausgeschnitten!
"@Werwald Was hast du gegen Asiaten, du Halbnigger?!",1,"@USER Was hast du gegen Asiaten, du Halbnigger?!"
Martin Schulz ist 2x sitzen geblieben und hat keinen Schulabschluss. |LBR| Wie kann denn so ein Nulltipper als Kanzlerkandidat aufgestellt werden?,1,Martin Schulz ist 2x sitzen geblieben und hat keinen Schulabschluss. Wie kann denn so ein Nulltipper als Kanzlerkandidat aufgestellt werden?
@SkyBirdPhoenix fröhlicher gruß aus dem metronom in meine alte heimat 👍,0,@USER fröhlicher gruß aus dem metronom in meine alte heimat 👍
"Erneut Bekanntschaft mit linkem Philosemitismus aus #Deutschland, der bevormundet, gemacht. Meinen kritischen Retweet der #Neonazis vom »3. Weg« warf man mir sogar als Sympathie vor. Dass diese Partei doch gegen #Juden sei, erklärte man mir oberlehrerhaft. Was ein Shmock!",0,"Erneut Bekanntschaft mit linkem Philosemitismus aus #Deutschland, der bevormundet, gemacht. Meinen kritischen Retweet der #Neonazis vom »3. Weg« warf man mir sogar als Sympathie vor. Dass diese Partei doch gegen #Juden sei, erklärte man mir oberlehrerhaft. Was ein Shmock!"
